Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
2147,The Score of Students Solving Math Expression,the-score-of-students-solving-math-expression,"Array,Math,String,Dynamic Programming,Stack,Memoization","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMz"
2167,Number of Accounts That Did Not Stream,number-of-accounts-that-did-not-stream,Database,VG9waWNUYWdOb2RlOjYxMDQz
2075,Brightest Position on Street,brightest-position-on-street,"Array,Prefix Sum,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDcw"
2132,Convert 1D Array Into 2D Array,convert-1d-array-into-2d-array,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
2133,Number of Pairs of Strings With Concatenation Equal to Target,number-of-pairs-of-strings-with-concatenation-equal-to-target,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw"
2134,Maximize the Confusion of an Exam,maximize-the-confusion-of-an-exam,"String,Binary Search,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4"
2135,Maximum Number of Ways to Partition an Array,maximum-number-of-ways-to-partition-an-array,"Array,Hash Table,Counting,Enumeration,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY4"
2172,Low-Quality Problems,low-quality-problems,Database,VG9waWNUYWdOb2RlOjYxMDQz
2154,Minimum Moves to Convert String,minimum-moves-to-convert-string,"String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2155,Find Missing Observations,find-missing-observations,"Array,Math,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1"
2156,Stone Game IX,stone-game-ix,"Array,Math,Greedy,Counting,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDcz"
2157,Smallest K-Length Subsequence With Occurrences of a Letter,smallest-k-length-subsequence-with-occurrences-of-a-letter,"String,Stack,Greedy,Monotonic Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDU0"
510,Count Subarrays With More Ones Than Zeros,count-subarrays-with-more-ones-than-zeros,"Array,Binary Search,Divide and Conquer,Binary Indexed Tree,Segment Tree,Merge Sort,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDUx,VG9waWNUYWdOb2RlOjYxMDcw"
2159,Two Out of Three,two-out-of-three,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
2160,Minimum Operations to Make a Uni-Value Grid,minimum-operations-to-make-a-uni-value-grid,"Array,Math,Sorting,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUz"
2161,Stock Price Fluctuation ,stock-price-fluctuation,"Hash Table,Design,Heap (Priority Queue),Data Stream,Ordered Set","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYz,VG9waWNUYWdOb2RlOjYxMDcw"
2162,Partition Array Into Two Arrays to Minimize Sum Difference,partition-array-into-two-arrays-to-minimize-sum-difference,"Array,Two Pointers,Binary Search,Dynamic Programming,Bit Manipulation,Ordered Set,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDcw,VG9waWNUYWdOb2RlOjYxMDc4"
512,Maximum Alternating Subarray Sum,maximum-alternating-subarray-sum,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2148,Minimum Number of Moves to Seat Everyone,minimum-number-of-moves-to-seat-everyone,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
2149,Remove Colored Pieces if Both Neighbors are the Same Color,remove-colored-pieces-if-both-neighbors-are-the-same-color,"Math,String,Greedy,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDcz"
2151,The Time When the Network Becomes Idle,the-time-when-the-network-becomes-idle,"Array,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0"
2150,Kth Smallest Product of Two Sorted Arrays,kth-smallest-product-of-two-sorted-arrays,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2185,Accepted Candidates From the Interviews,accepted-candidates-from-the-interviews,Database,VG9waWNUYWdOb2RlOjYxMDQz
2168,Check if Numbers Are Ascending in a Sentence,check-if-numbers-are-ascending-in-a-sentence,String,VG9waWNUYWdOb2RlOjEw
2169,Simple Bank System,simple-bank-system,"Array,Hash Table,Design,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU1"
2170,Count Number of Maximum Bitwise-OR Subsets,count-number-of-maximum-bitwise-or-subsets,"Array,Backtracking,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5"
2171,Second Minimum Time to Reach Destination,second-minimum-time-to-reach-destination,"Breadth-First Search,Graph,Shortest Path","VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc2"
1992,Sort Linked List Already Sorted Using Absolute Values,sort-linked-list-already-sorted-using-absolute-values,"Linked List,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5"
2173,Number of Valid Words in a Sentence,number-of-valid-words-in-a-sentence,String,VG9waWNUYWdOb2RlOjEw
2174,Next Greater Numerically Balanced Number,next-greater-numerically-balanced-number,"Math,Backtracking,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDY2"
2175,Count Nodes With the Highest Score,count-nodes-with-the-highest-score,"Array,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
2176,Parallel Courses III,parallel-courses-iii,"Dynamic Programming,Graph,Topological Sort","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
2194,The Category of Each Member in the Store,the-category-of-each-member-in-the-store,Database,VG9waWNUYWdOb2RlOjYxMDQz
2082,Minimum Cost to Separate Sentence Into Rows,minimum-cost-to-separate-sentence-into-rows,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2163,Kth Distinct String in an Array,kth-distinct-string-in-an-array,"Array,Hash Table,String,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
2164,Two Best Non-Overlapping Events,two-best-non-overlapping-events,"Array,Binary Search,Dynamic Programming,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
2165,Plates Between Candles,plates-between-candles,"Array,String,Binary Search,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY4"
2166,Number of Valid Move Combinations On Chessboard,number-of-valid-move-combinations-on-chessboard,"Array,String,Backtracking,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDU1"
2181,Smallest Index With Equal Value,smallest-index-with-equal-value,Array,VG9waWNUYWdOb2RlOjU=
2182,Find the Minimum and Maximum Number of Nodes Between Critical Points,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Linked List,VG9waWNUYWdOb2RlOjc=
2183,Minimum Operations to Convert Number,minimum-operations-to-convert-number,"Array,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy"
2184,Check if an Original String Exists Given Two Encoded Strings,check-if-an-original-string-exists-given-two-encoded-strings,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
2203,Number of Spaces Cleaning Robot Cleaned,number-of-spaces-cleaning-robot-cleaned,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
2186,Count Vowel Substrings of a String,count-vowel-substrings-of-a-string,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
2187,Vowels of All Substrings,vowels-of-all-substrings,"Math,String,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2"
2188,Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2189,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,"Array,Backtracking,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjI0"
2208,Account Balance,account-balance,Database,VG9waWNUYWdOb2RlOjYxMDQz
2209,Number of Equal Count Substrings,number-of-equal-count-substrings,"String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4"
2177,Check Whether Two Strings are Almost Equivalent,check-whether-two-strings-are-almost-equivalent,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
2178,Walking Robot Simulation II,walking-robot-simulation-ii,"Design,Simulation","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU1"
2179,Most Beautiful Item for Each Query,most-beautiful-item-for-each-query,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
2180,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,"Array,Binary Search,Greedy,Queue,Sorting,Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcx"
2214,The Winner University,the-winner-university,Database,VG9waWNUYWdOb2RlOjYxMDQz
2195,Time Needed to Buy Tickets,time-needed-to-buy-tickets,"Array,Queue,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDU1"
2196,Reverse Nodes in Even Length Groups,reverse-nodes-in-even-length-groups,Linked List,VG9waWNUYWdOb2RlOjc=
2197,Decode the Slanted Ciphertext,decode-the-slanted-ciphertext,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
2198,Process Restricted Friend Requests,process-restricted-friend-requests,"Union Find,Graph","VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
2218,Paths in Maze That Lead to Same Room,paths-in-maze-that-lead-to-same-room,Graph,VG9waWNUYWdOb2RlOjI0
2199,Two Furthest Houses With Different Colors,two-furthest-houses-with-different-colors,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
1310,Watering Plants,watering-plants,Array,VG9waWNUYWdOb2RlOjU=
1294,Range Frequency Queries,range-frequency-queries,"Array,Hash Table,Binary Search,Design,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5"
2202,Sum of k-Mirror Numbers,sum-of-k-mirror-numbers,"Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2"
2223,The Number of Rich Customers,the-number-of-rich-customers,Database,VG9waWNUYWdOb2RlOjYxMDQz
2225,Substrings That Begin and End With the Same Letter,substrings-that-begin-and-end-with-the-same-letter,"Hash Table,Math,String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4"
2224,Drop Type 1 Orders for Customers With Type 0 Orders,drop-type-1-orders-for-customers-with-type-0-orders,Database,VG9waWNUYWdOb2RlOjYxMDQz
2190,Count Common Words With One Occurrence,count-common-words-with-one-occurrence,"Array,Hash Table,String,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
2191,Minimum Number of Buckets Required to Collect Rainwater from Houses,minimum-number-of-buckets-required-to-collect-rainwater-from-houses,"String,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3"
2192,Minimum Cost Homecoming of a Robot in a Grid,minimum-cost-homecoming-of-a-robot-in-a-grid,"Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz"
2193,Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
2210,Find Target Indices After Sorting Array,find-target-indices-after-sorting-array,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
2211,K Radius Subarray Averages,k-radius-subarray-averages,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx"
2212,Removing Minimum and Maximum From Array,removing-minimum-and-maximum-from-array,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
2213,Find All People With Secret,find-all-people-with-secret,"Depth-First Search,Breadth-First Search,Union Find,Graph,Sorting","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDQ5"
2230,Minimum Cost to Reach City With Discounts,minimum-cost-to-reach-city-with-discounts,"Graph,Shortest Path","VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc2"
2215,Finding 3-Digit Even Numbers,finding-3-digit-even-numbers,"Array,Hash Table,Sorting,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY2"
2216,Delete the Middle Node of a Linked List,delete-the-middle-node-of-a-linked-list,"Linked List,Two Pointers","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk="
2217,Step-By-Step Directions From a Binary Tree Node to Another,step-by-step-directions-from-a-binary-tree-node-to-another,"String,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
2201,Valid Arrangement of Pairs,valid-arrangement-of-pairs,"Depth-First Search,Graph,Eulerian Circuit","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc0"
2242,Subsequence of Size K With the Largest Even Sum,subsequence-of-size-k-with-the-largest-even-sum,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2204,Find Subsequence of Length K With the Largest Sum,find-subsequence-of-length-k-with-the-largest-sum,"Array,Hash Table,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
2205,Find Good Days to Rob the Bank,find-good-days-to-rob-the-bank,"Array,Dynamic Programming,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY4"
2206,Detonate the Maximum Bombs,detonate-the-maximum-bombs,"Array,Math,Depth-First Search,Breadth-First Search,Graph,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjM4"
2207,Sequentially Ordinal Rank Tracker,sequentially-ordinal-rank-tracker,"Design,Heap (Priority Queue),Data Stream,Ordered Set","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYz,VG9waWNUYWdOb2RlOjYxMDcw"
2226,Rings and Rods,rings-and-rods,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
2227,Sum of Subarray Ranges,sum-of-subarray-ranges,"Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
2228,Watering Plants II,watering-plants-ii,"Array,Two Pointers,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDU1"
2229,Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,"Array,Binary Search,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4"
2247,Number of Unique Flavors After Sharing K Candies,number-of-unique-flavors-after-sharing-k-candies,"Array,Hash Table,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx"
2231,Find First Palindromic String in the Array,find-first-palindromic-string-in-the-array,"Array,Two Pointers,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
2232,Adding Spaces to a String,adding-spaces-to-a-string,"Array,String,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
2233,Number of Smooth Descent Periods of a Stock,number-of-smooth-descent-periods-of-a-stock,"Array,Math,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz"
2234,Minimum Operations to Make the Array K-Increasing,minimum-operations-to-make-the-array-k-increasing,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2252,The Airport With the Most Traffic,the-airport-with-the-most-traffic,Database,VG9waWNUYWdOb2RlOjYxMDQz
2258,Elements in Array After Removing and Replacing Elements,elements-in-array-after-removing-and-replacing-elements,Array,VG9waWNUYWdOb2RlOjU=
2219,Maximum Number of Words Found in Sentences,maximum-number-of-words-found-in-sentences,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw"
2220,Find All Possible Recipes from Given Supplies,find-all-possible-recipes-from-given-supplies,"Array,Hash Table,String,Graph,Topological Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
2221,Check if a Parentheses String Can Be Valid,check-if-a-parentheses-string-can-be-valid,"String,Stack,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3"
2222,Abbreviating the Product of a Range,abbreviating-the-product-of-a-range,Math,VG9waWNUYWdOb2RlOjg=
2253,Build the Equation,build-the-equation,Database,VG9waWNUYWdOb2RlOjYxMDQz
2238,A Number After a Double Reversal,a-number-after-a-double-reversal,Math,VG9waWNUYWdOb2RlOjg=
2239,Execution of All Suffix Instructions Staying in a Grid,execution-of-all-suffix-instructions-staying-in-a-grid,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
2240,Intervals Between Identical Elements,intervals-between-identical-elements,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
2241,Recover the Original Array,recover-the-original-array,"Array,Hash Table,Sorting,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY2"
2259,Minimum Operations to Remove Adjacent Ones in Matrix,minimum-operations-to-remove-adjacent-ones-in-matrix,"Array,Graph,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUz"
2243,Check if All A's Appears Before All B's,check-if-all-as-appears-before-all-bs,String,VG9waWNUYWdOb2RlOjEw
2244,Number of Laser Beams in a Bank,number-of-laser-beams-in-a-bank,"Array,Math,String,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDUz"
2245,Destroying Asteroids,destroying-asteroids,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2246,Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,"Depth-First Search,Graph,Topological Sort","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
2268,Remove All Ones With Row and Column Flips,remove-all-ones-with-row-and-column-flips,"Array,Math,Bit Manipulation,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDUz"
2235,Capitalize the Title,capitalize-the-title,String,VG9waWNUYWdOb2RlOjEw
2236,Maximum Twin Sum of a Linked List,maximum-twin-sum-of-a-linked-list,"Linked List,Two Pointers,Stack","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE1"
2237,Longest Palindrome by Concatenating Two Letter Words,longest-palindrome-by-concatenating-two-letter-words,"Array,Hash Table,String,Greedy,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDYy"
2200,Stamping the Grid,stamping-the-grid,"Array,Greedy,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
2254,Check if Every Row and Column Contains All Numbers,check-if-every-row-and-column-contains-all-numbers,"Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz"
2255,Minimum Swaps to Group All 1's Together II,minimum-swaps-to-group-all-1s-together-ii,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx"
2256,Count Words Obtained After Adding a Letter,count-words-obtained-after-adding-a-letter,"Array,Hash Table,String,Bit Manipulation,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDQ5"
2257,Earliest Possible Day of Full Bloom,earliest-possible-day-of-full-bloom,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2273,Pour Water Between Buckets to Make Water Levels Equal,pour-water-between-buckets-to-make-water-levels-equal,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2260,Divide a String Into Groups of Size k,divide-a-string-into-groups-of-size-k,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
1303,Minimum Moves to Reach Target Score,minimum-moves-to-reach-target-score,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
2262,Solving Questions With Brainpower,solving-questions-with-brainpower,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2263,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,"Array,Binary Search,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2281,The Number of Passengers in Each Bus I,the-number-of-passengers-in-each-bus-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
2282,Choose Numbers From Two Arrays in Range,choose-numbers-from-two-arrays-in-range,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
